"","kegg_id","path","mono_mass","biofluids","diseases"
"89","C01921","hmdb/HMDB00138.xml","465.309038113","Blood/Urine","Celiac Disease/Blood//Extrahepatic biliary atresia/Blood//Cholecohal cyst/Blood//Intrahepatic biliary hypoplasia/Blood//Survivors of idiopathic neonatal hepatitis/Blood//Alpha-1-antitrypsin deficiency/Blood//Cystic fibrosis/Blood//Galactosemia/Blood//Chronic active hepatitis/Blood//Glycogen storage disease/Blood//Survivors of fulminant hepatic failure/Blood//Portal vein obstruction/Blood//Wilson's disease/Blood//Miscellaneous patient group including one patient with each of the following: Gilbert's syndrome, Dublin-Johnson syndrome, Niemann-Pick disease, benign recurrent intrahepatic cholestasis, congenital hepatic fibrosis, and bile duct stricture/Blood//Hepatobiliary Disease/Blood"
"90","C00258","hmdb/HMDB00139.xml","106.02660868","Blood/Cerebrospinal Fluid (CSF)/Urine","Primary hyperoxaluria II/Urine//D-Glyceric acidura/Urine//Primary Hyperoxaluria II, PH2/Urine"
"91","C01190","hmdb/HMDB00140.xml","811.690118957","Blood","Abetalipoproteinemia/Blood//Hypobetalipoproteinemia/Blood"
"92","C00058","hmdb/HMDB00142.xml","46.005479308","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Methanol poisoning/Blood//Formic acid intoxication/Blood//Methanol poisoning/Blood//Methyl formate exposure/Urine//ADPKD /Urine//Lung cancer/Urine//Methanol poisoning/Urine//Type 1 diabetes Mellitus/Urine"
"93","C00984","hmdb/HMDB00143.xml","180.063388116","Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Urine","Galactose-1-phosphate uridyltransferase deficiency (galactosemia)/Blood//Galactosemia/Cellular Cytoplasm"
"94","C00468","hmdb/HMDB00145.xml","270.161979948","Blood/Urine","Positive coronary arteriograms/Blood//Minor electrocardiongraphic abnormalities and/or arrhythmia with negative coronary arteriograms/Blood//Menstrual cycle (follicular phase)/Blood//Menstrual cycle (midcycle)/Blood//Menstrual cycle (luteal phase)/Blood"
"95","C00025","hmdb/HMDB00148.xml","147.053157781","Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Schizophrenia/Blood//Schizophrenia/Blood//Epilepsy/Blood//Epilepsy/Blood//Alzheimer's disease/Blood//Epilepsy/Blood//Heart failure/Blood//Anoxia/Cellular Cytoplasm//Rett syndrome/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)//ADPKD /Urine"
"96","C00189","hmdb/HMDB00149.xml","61.052763851","Blood/Cerebrospinal Fluid (CSF)/Urine","ADPKD /Urine//3-Hydroxy-3- methylglutaryl-CoA lyase (HL) deficency /Urine//Propionic acidemia /Urine//Maple syrup urine disease /Urine//Aminoaciduria/Urine"
"97","C00198","hmdb/HMDB00150.xml","178.047738052","Blood","Prostate Cancer/Blood"
"98","C00951","hmdb/HMDB00151.xml","272.177630012","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Positive coronary arteriograms/Blood//Minor electrocardiongraphic abnormalities and/or arrhythmia with negative coronary arteriograms/Blood//Menstrual cycle/Blood//Menstrual cycle /Blood//Menstrual cycle/Blood//Gynecological diseases (benign)/Cerebrospinal Fluid (CSF)//Stress urinary incontinence/Urine"
"99","C00628","hmdb/HMDB00152.xml","154.02660868","Blood/Urine","Idiopathic oro-facial pain/Blood//Idiopathic oro-facial pain/Urine"
"100","C05141","hmdb/HMDB00153.xml","288.172544634","Amniotic Fluid/Blood/Urine","Ambulant pregnancy/Amniotic Fluid//Diabetes/Blood"
"101","C00149","hmdb/HMDB00156.xml","134.021523302","Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Urine","Anoxia/Cellular Cytoplasm"
"102","C00262","hmdb/HMDB00157.xml","136.03851077","Amniotic Fluid/Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Urine","Lesch-Nyhan syndrome /Blood//Heart Transplant/Blood//Canavan disease/Blood//Solid tumors/Blood//Hydrocephalus/Cerebrospinal Fluid (CSF)//Hydrocephalus/Cerebrospinal Fluid (CSF)//Degenerative disc disease/Cerebrospinal Fluid (CSF)//Lung cancer/Urine//Autosomal dominant polycystic kidney disease/Urine//Canavan disease/Urine"
"103","C00082","hmdb/HMDB00158.xml","181.073893223","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Schizophrenia/Blood//Schizophrenia/Blood//Heart Transplant/Blood//Epilepsy/Blood//Myocardial infarction/Blood//Epilepsy/Blood//Viral Infection/Blood//Hawkinsinuria/Blood//Alzheimer's disease/Blood//Hypothyroidism/Cerebrospinal Fluid (CSF)//Epilepsy/Cerebrospinal Fluid (CSF)//Epilepsy /Cerebrospinal Fluid (CSF)//Epilepsy /Cerebrospinal Fluid (CSF)//Epilepsy/Cerebrospinal Fluid (CSF)//Epilepsy /Cerebrospinal Fluid (CSF)//Alzheimer's disease/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//hypothyroidism/Cerebrospinal Fluid (CSF)//Hypothyroidism/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)//Alzheimer's disease /Urine//Cachexia/Urine"
"104","C00079","hmdb/HMDB00159.xml","165.078978601","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Phenylketonuria/Blood//Epilepsy/Blood//Epilepsy/Blood//Dengue fever/Blood//Myocardial infarction/Blood//Maple syrup urine disease (MSUD)/Blood//Bacterial infections (assorted)/Blood//Viral infections (assorted)/Blood//Phenylketonuria (PKU)/Blood//Heart Transplant/Blood//Alzheimer's disease/Blood//Hypothyroidism/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Hypothyroidism/Cerebrospinal Fluid (CSF)// Alzheimer's disease/Cerebrospinal Fluid (CSF)//Hypothyroidism/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)// Alzheimer's disease/Urine"
"105","C00041","hmdb/HMDB00161.xml","89.047678473","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Dengue fever/Blood//Epilepsy/Blood//Leigh's syndrome/Blood//Heart failure/Blood//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Meningitis/Cerebrospinal Fluid (CSF)//Tuberculosis/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)//Lung cancer/Urine//Paraquat poisoning/Urine"
"106","C00148","hmdb/HMDB00162.xml","115.063328537","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Hemodialysis/Blood//Hemodialysis/Blood//Glutathione synthetase deficiency/Blood// Alzheimer's disease/Cerebrospinal Fluid (CSF)//ADPKD /Urine//Iminoglycinuria/Urine"
"107","C00208","hmdb/HMDB00163.xml","342.116211546","Blood/Urine","Peritoneal dialysis/Blood"
"108","C00218","hmdb/HMDB00164.xml","31.042199165","Blood/Saliva/Urine",""
"109","C00188","hmdb/HMDB00167.xml","119.058243159","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Epilepsy/Blood//Epilepsy/Blood//Heart failure/Blood//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)//Autosomal dominant polycystic kidney disease/Urine//Alzheimer's disease/Urine"
"110","C00152","hmdb/HMDB00168.xml","132.053492132","Blood/Cerebrospinal Fluid (CSF)/Urine","Heart Transplant/Blood//Uremia/Blood//Epilepsy/Blood//Leukemia/Cerebrospinal Fluid (CSF)//leukemia/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)//Alzheimer's disease/Cerebrospinal Fluid (CSF)"
"111","C00159","hmdb/HMDB00169.xml","180.063388116","Blood/Breast Milk/Cerebrospinal Fluid (CSF)/Urine",""
"112","C00407","hmdb/HMDB00172.xml","131.094628665","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Alzheimer's disease/Blood//Epilepsy/Blood//Epilepsy/Blood//Maple syrup urine disease/Blood//Heart failure/Blood//Schizophrenia/Cerebrospinal Fluid (CSF)//Alzheimer's disease/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//ADPKD /Urine//Alzheimer's disease/Urine"
"113","C01019","hmdb/HMDB00174.xml","164.068473494","Blood/Breast Milk/Urine","Cancer - assorted types/Blood"
"114","C00130","hmdb/HMDB00175.xml","348.047099924","Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)","Simple ffebrile seizures/Cerebrospinal Fluid (CSF)//Complex febrile seizures/Cerebrospinal Fluid (CSF)"
"115","C01384","hmdb/HMDB00176.xml","116.010958616","Blood/Urine",""
"116","C00135","hmdb/HMDB00177.xml","155.069476547","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Histidinemia/Blood//Alzheimer's disease/Blood//Dengue fever/Blood//Epilepsy/Blood//Epilepsy/Blood//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Histidinemia/Cerebrospinal Fluid (CSF)//Histidinemia/Cerebrospinal Fluid (CSF)//Probable Alzheimer's diesease/Cerebrospinal Fluid (CSF)//ADPKD /Urine//Alzheimer's disease/Urine//Histidinuria/Urine//3-Hydroxy-3- methylglutaryl-CoA lyase (HL) deficency /Urine//3-Hydroxy-3- methylglutaryl-CoA lyase (HL) deficency /Urine//Arginosuccinic aciduria /Urine//Propionic acidemia /Urine//Tyrosinemia I /Urine//Tyrosinemia I /Urine//Phenylketonuria /Urine//Phenylketonuria /Urine//Maple syrup urine disease /Urine//Aminoaciduria/Urine"
"117","C00355","hmdb/HMDB00181.xml","197.068807845","Blood/Cerebrospinal Fluid (CSF)/Urine","Alzheimer's disease/Blood//sepiapterin reductase deficiency/Cerebrospinal Fluid (CSF)"
"118","C00047","hmdb/HMDB00182.xml","146.105527702","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Alzheimer's disease/Blood//Refractory localization-related epilepsy (RLE)/Blood//Alzheimer's disease/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Carbamoyl phosphate synthetase deficiency/Urine//Cystinuria/Urine//ADPKD /Urine//Alzheimer's disease/Urine//Hyperdibasic aminoaciduria I/Urine//Lysinuric protein intolerance/Urine//Propionic acidemia /Urine//Tyrosinemia I /Urine//Tyrosinemia I /Urine//Aminoaciduria/Urine"
"119","C00243","hmdb/HMDB00186.xml","342.116211546","Blood/Urine",""
"120","C00065","hmdb/HMDB00187.xml","105.042593095","Blood/Cerebrospinal Fluid (CSF)/Urine","Refractory localization-related epilepsy (RLE)/Blood//Juvenile myoclonic epilepsy (JME)/Blood//Schizophrenia/Blood//Alzheimer's disease/Blood//Heart failure/Blood//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)//ADPKD /Urine"
"121","C00081","hmdb/HMDB00189.xml","507.979760744","
  ",""
"122","C00186","hmdb/HMDB00190.xml","90.031694058","Bile/Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Urine","Hepatic and biliary malignancies/Bile//Heart Transplant/Blood//Chronic progressive external opthalmoplegia/Blood//Insulin-dependent diabetes mellitus(IDDM)/Blood//Acute ethanol intoxication/Blood//Lethal infantile  mitochondrial  disease/Blood//Anoxia/Cellular Cytoplasm//Cytochrome-C-Oxidase deficiency/Cerebrospinal Fluid (CSF)//Dementia of Alzheimer type (DAT)/Cerebrospinal Fluid (CSF)//Cytochrome-C-Oxidase deficiency/Urine//Paraquat poisoning/Urine//ADPKD /Urine//Type 1 diabetes Mellitus/Urine"
"123","C00049","hmdb/HMDB00191.xml","133.037507717","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Cirrhosis/Blood//Epilepsy/Blood//Epilepsy/Blood//Alzheimer's disease/Blood//Growth hormone deficiency/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)"
"124","C00491","hmdb/HMDB00192.xml","240.023848262","Blood/Cerebrospinal Fluid (CSF)/Urine","Juvenile myoclonic epilepsy (JME)/Blood//Acute seizures/Blood//Refractory localization-related epilepsy (RLE)/Blood//Alzheimer's Disease/Blood//Parkinson's Disease/Cerebrospinal Fluid (CSF)//Alzheimer's disease/Cerebrospinal Fluid (CSF)//Cystinuria/Urine//Cystinuria/Urine//Alzheimer's disease/Urine"
"125","C00311","hmdb/HMDB00193.xml","192.02700261","Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Semen/Urine","Anoxia/Cellular Cytoplasm//Autosomal dominant polycystic kidney disease/Urine"
"126","C01262","hmdb/HMDB00194.xml","240.122240398","Blood/Urine","Alzheimer's disease/Blood//Alzheimer's disease /Urine"
"127","C00294","hmdb/HMDB00195.xml","268.080769514","Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Pericardial Effusion/Urine","Canavan disease/Blood//Critical illness (major trauma, severe septic shock, or cardiogenic shock)/Blood//Purine nucleoside phosphorylase deficiency/Blood//Solid tumors/Blood//Kidney disease/Blood//Degenerative disc disease/Cerebrospinal Fluid (CSF)//Coronary artery disease/Pericardial Effusion//Canavan disease/Urine//Purine nucleoside phosphorylase deficiency/Urine"
"128","C00954","hmdb/HMDB00197.xml","175.063328537","Blood/Cerebrospinal Fluid (CSF)/Urine","anorexia/Cerebrospinal Fluid (CSF)//autism/Cerebrospinal Fluid (CSF)//depressive/Cerebrospinal Fluid (CSF)//manic/Cerebrospinal Fluid (CSF)//retarded depressive/Cerebrospinal Fluid (CSF)//Irritable bowel syndrome (IBS)/Urine//Appendicitis/Urine//Appendicitis/Urine"
"129","C02571","hmdb/HMDB00201.xml","203.115758037","Blood/Cerebrospinal Fluid (CSF)/Urine","Very long-chain acyl-CoA dehydrogenase deficiency (vLCAD)/Blood"
"130","C02170","hmdb/HMDB00202.xml","118.02660868","Blood/Cerebrospinal Fluid (CSF)/Urine","Heart Transplant/Blood//Cobalamin deficiency/Blood//Alzheimer's disease/Blood//Alzheimer's disease/Cerebrospinal Fluid (CSF)//Transcobalamin deficiency/Urine//Cobalamin malabsorption/Urine//Malonyl CoA decarboxylase deficiency/Urine"
"131","C00166","hmdb/HMDB00205.xml","164.047344122","Blood/Urine","Phenylketonuria (PKU)/Blood//Primary biliary cirrhosis/Blood//Phenylketonuria/Urine//Phenylketonuria/Urine"
"132","C02727","hmdb/HMDB00206.xml","188.116092388","Blood/Urine",""
"133","C00712","hmdb/HMDB00207.xml","282.255880332","Blood/Cerebrospinal Fluid (CSF)/Urine","Gestational diabetes mellitus (GDM)/Blood"
"134","C00026","hmdb/HMDB00208.xml","146.021523302","Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Urine","Anoxia/Cellular Cytoplasm//Fumaric Aciduria/Urine//2-Ketoglutarate Dehydrogenase Complex Deficiency/Urine"
"135","C07086","hmdb/HMDB00209.xml","136.0524295","Blood/Cerebrospinal Fluid (CSF)/Urine","Kidney disease/Blood//Leukemia/Blood//Phenylketonuria/Urine//Phenylketonuria/Urine"
"136","C00864","hmdb/HMDB00210.xml","219.110672659","Blood/Cerebrospinal Fluid (CSF)/Urine","Alcoholism/Cerebrospinal Fluid (CSF)//Alcoholism /Cerebrospinal Fluid (CSF)"
"137","C00137","hmdb/HMDB00211.xml","180.063388116","Blood/Cerebrospinal Fluid (CSF)/Urine","Ribose-5-phosphate isomerase deficiency/Blood//Alzheimer's disease/Cerebrospinal Fluid (CSF)//Alzheimer's disease/Cerebrospinal Fluid (CSF)//Cachexia/Urine"
"138","C01074","hmdb/HMDB00212.xml","221.089937217","
  ",""
"139","C04006","hmdb/HMDB00213.xml","260.029718526","
  ",""
"140","C00077","hmdb/HMDB00214.xml","132.089877638","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Ornithine transcarbamylase (OTC) deficiency/Blood//Uremia/Blood//Alzheimer's disease/Blood//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Cystinuria/Urine//ADPKD /Urine//Alzheimer's disease/Urine//Hyperdibasic aminoaciduria I/Urine//Lysinuric protein intolerance/Urine"
"141","C00140","hmdb/HMDB00215.xml","221.089937217","Blood/Breast Milk/Urine",""
"142","C00547","hmdb/HMDB00216.xml","169.073893223","Blood/Cerebrospinal Fluid (CSF)/Urine","Heat stress/Blood//Pheochromocytoma /Blood//Subarachnoid haemorrhage/Blood//Hypothyroidism/Cerebrospinal Fluid (CSF)//borderline hypertensives/Cerebrospinal Fluid (CSF)//Cerebral infarction, headache, paresthesia and ununconfirmed suspicion of leucemic infaction or brain metastasis with normal CSF value/Cerebrospinal Fluid (CSF)//Cerebral infarction, headache, paresthesia and ununconfirmed suspicion of leucemic infaction or brain metastasis with normal CSF value but renal insufficiency/Cerebrospinal Fluid (CSF)//Haemorrhagic infraction/Cerebrospinal Fluid (CSF)//Bacterial meningitis/Cerebrospinal Fluid (CSF)//Leucemic meningiosa/Cerebrospinal Fluid (CSF)//Encephalitis/Cerebrospinal Fluid (CSF)//Hypothyroidism/Cerebrospinal Fluid (CSF)//Exercise/Urine"
"143","C00006","hmdb/HMDB00217.xml","744.083277073","
  ",""
"144","C01103","hmdb/HMDB00218.xml","368.02569578","Prostate Tissue","Prostate Cancer/Prostate Tissue"
"145","C00249","hmdb/HMDB00220.xml","256.240230268","Blood/Cerebrospinal Fluid (CSF)/Urine",""
"146","C00005","hmdb/HMDB00221.xml","745.091102105","Blood",""
"147","C02990","hmdb/HMDB00222.xml","399.334858933","Blood/Urine","Very long-chain acyl-CoA dehydrogenase deficiency (vLCAD)/Blood//Celiac disease/Blood"
"148","C00036","hmdb/HMDB00223.xml","132.005873238","Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Urine","Anoxia/Cellular Cytoplasm"
"149","C00346","hmdb/HMDB00224.xml","141.019094261","Blood/Cerebrospinal Fluid (CSF)/Urine","Brain injury/Cerebrospinal Fluid (CSF)"
"150","C00322","hmdb/HMDB00225.xml","160.037173366","Blood/Urine","2-Ketoadipic Acidemia/Urine"
"151","C00295","hmdb/HMDB00226.xml","156.017106626","Amniotic Fluid/Blood/Urine","Canavan disease/Blood//N-Acetylglutamate synthetase deficiency/Urine//Orotic Aciduria hereditary/Urine//Canavan disease/Urine"
"152","C00418","hmdb/HMDB00227.xml","148.073558872","Blood/Urine","Smith-Lemli-Opitz syndrome/Blood"
"153","C00146","hmdb/HMDB00228.xml","94.041864814","Blood/Urine","Breast cancer/Urine"
"154","C00455","hmdb/HMDB00229.xml","334.056601978","Blood/Urine","Sodium nitrate doses at 10 mg/Urine"
"155","C19910","hmdb/HMDB00230.xml","309.105981211","Blood/Breast Milk/Cerebrospinal Fluid (CSF)/Urine",""
"156","C03722","hmdb/HMDB00232.xml","167.021857653","Blood/Cerebrospinal Fluid (CSF)/Urine","Hepatic coma (fatal)/Cerebrospinal Fluid (CSF)//Brain injury/Cerebrospinal Fluid (CSF)//Hydrocephalus/Cerebrospinal Fluid (CSF)//Intraventricular hemorrhage/Cerebrospinal Fluid (CSF)//CNS Tumors/Cerebrospinal Fluid (CSF)//CNS Infections/Cerebrospinal Fluid (CSF)//AIDS/Cerebrospinal Fluid (CSF)//Malaria/Cerebrospinal Fluid (CSF)//Tuberculosis Meningitis/Cerebrospinal Fluid (CSF)//Anemia/Cerebrospinal Fluid (CSF)//Malaria/Cerebrospinal Fluid (CSF)//Malaria/Cerebrospinal Fluid (CSF)//Convulsions/Cerebrospinal Fluid (CSF)//Familial amyotrophic lateral sclerosis/Cerebrospinal Fluid (CSF)//control/Cerebrospinal Fluid (CSF)//amyotrophic lateral sclerosis/Cerebrospinal Fluid (CSF)//Sporadic amyotrophic lateral sclerosis/Cerebrospinal Fluid (CSF)"
"157","C00535","hmdb/HMDB00234.xml","288.20893014","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Cadmium exposure/Blood//Hypogonadism/Blood//Leuprolide acetate-induce hypogonadism/Cerebrospinal Fluid (CSF)//Leuprolide acetate-induced hypogonadism with testosterone replacment/Cerebrospinal Fluid (CSF)"
"158","C00378","hmdb/HMDB00235.xml","265.112306876","Blood/Cerebrospinal Fluid (CSF)/Urine","Hemodialysis/Blood//Friedreich's ataxia/Blood//Olivopontocerebellar atrophy (OPCA)/Blood//Friedreich's ataxia/Cerebrospinal Fluid (CSF)//Olivopontocerebellar atrophy (OPCA)/Cerebrospinal Fluid (CSF)//Alcoholism/Cerebrospinal Fluid (CSF)//Alcoholism/Cerebrospinal Fluid (CSF)//Olivopontocerebellar atrophy (OPCA)/Cerebrospinal Fluid (CSF)//Spastic Ataxia/Cerebrospinal Fluid (CSF)//Friedreich's ataxia/Cerebrospinal Fluid (CSF)"
"159","C00163","hmdb/HMDB00237.xml","74.036779436","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Propionic acidemia/Blood"
"160","C00835","hmdb/HMDB00238.xml","237.086189243","Cerebrospinal Fluid (CSF)","Sepiapterin Reductase Deficiency/Cerebrospinal Fluid (CSF)//sepiapterin reductase deficiency/Cerebrospinal Fluid (CSF)"
"161","C00314","hmdb/HMDB00239.xml","169.073893223","Blood/Urine","Homozygous sickle cell disease/Blood"
"162","C00094","hmdb/HMDB00240.xml","79.956814556","
  ",""
"163","C02191","hmdb/HMDB00241.xml","562.258005596","Blood",""
"164","C00022","hmdb/HMDB00243.xml","88.016043994","Blood/Cellular Cytoplasm/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart Transplant/Blood//Anoxia/Cellular Cytoplasm//Meningitis/Cerebrospinal Fluid (CSF)//3-Methylglutaconic Aciduria (TYPE II), X-LINKED/Urine//Type 1 diabetes Mellitus/Urine"
"165","C00255","hmdb/HMDB00244.xml","376.138284392","Blood/Cerebrospinal Fluid (CSF)/Urine","Anorexia nervosa/Blood//Alcoholism/Cerebrospinal Fluid (CSF)//Alcoholism/Cerebrospinal Fluid (CSF)"
"166","C00931","hmdb/HMDB00245.xml","226.095356946","Blood/Urine","Porphyria/Blood"
"167","C00794","hmdb/HMDB00247.xml","182.07903818","Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Alzheimer's disease/Cerebrospinal Fluid (CSF)//Alzheimer's disease/Cerebrospinal Fluid (CSF)"
"168","C01829","hmdb/HMDB00248.xml","776.686681525","Blood/Saliva/Urine","Hypothyroidism/Blood//Severely malnourished children/Blood//Anorexia nervosa/Blood//Proteinuria/Urine"
"169","C00013","hmdb/HMDB00250.xml","173.911925378","Blood/Urine",""
"170","C00245","hmdb/HMDB00251.xml","125.014663785","Bile/Blood/Cerebrospinal Fluid (CSF)/Saliva/Urine","Heart failure/Blood//Epilepsy/Cerebrospinal Fluid (CSF)//Parkinson's Disease/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Leukemia/Cerebrospinal Fluid (CSF)//Schizophrenia/Cerebrospinal Fluid (CSF)//Molybdenium cofactor deficiency/Urine//ADPKD /Urine//Lung cancer/Urine//3-Hydroxy-3- methylglutaryl-CoA lyase (HL) deficency /Urine//Propionic acidemia /Urine//Maple syrup urine disease /Urine//Aminoaciduria/Urine"
